id,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_verifications_phone,host_verifications_offline_government_id,host_verifications_identity_manual,host_verifications_reviews,host_verifications_email,host_verifications_selfie,host_verifications_jumio,host_verifications_government_id,amenities_Coffee_maker,amenities_Free_street_parking,amenities_Extra_pillows_and_blankets,amenities_Washer,amenities_Shampoo,amenities_Dryer,amenities_Hot_water,amenities_Kitchen,amenities_Carbon_monoxide_alarm,amenities_Air_conditioning,amenities_Dedicated_workspace,amenities_Wifi,amenities_First_aid_kit,amenities_Microwave,amenities_Bathtub,amenities_TV,amenities_Essentials,amenities_Free_parking_on_premises,amenities_Cooking_basics,amenities_Private_entrance,amenities_Hair_dryer,amenities_Oven,amenities_Dishes_and_silverware,amenities_Smoke_alarm,amenities_Refrigerator,amenities_Iron,amenities_Heating,amenities_Long_term_stays_allowed,amenities_Bed_linens,amenities_Stove,amenities_Dishwasher,amenities_Hangers,amenities_Fire_extinguisher,bathrooms_type,distance_to_CBD,host_in_same_neighbourhood,host_year,description_words_count,occu_rate_oct,occu_rate_nov,occu_rate_dec,occu_rate_jan,occu_rate_feb,occu_rate_mar,occu_rate_apr,occu_rate_may,occu_rate_jun,occu_rate_jul,occu_rate_aug,occu_rate_sep,Q1,Q2,Q3,Q4
33252739,24388042,within an hour,1,0.94,0,10,0,Near North Side,Entire rental unit,Entire home/apt,8,1,3,5,599,60,1125,60,60,1125,1125,60,1125,0,23,53,83,358,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,7,7,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,1.7076,0,7,1000,0.225806452,0,0,0,0,0,0,0,0,0,0,0,0.075268817,0,0,0
33275419,99758506,within an hour,1,0.5,0,2,0,Uptown,Entire rental unit,Entire home/apt,6,1,3,3,240,1,1125,2,2,1125,1125,2,1125,0,19,43,71,161,2021/10/18,112,23,2,30_days,4.7,4.78,4.34,4.95,4.86,4.73,4.76,1,2,2,0,0,3.79,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,10.38,0,5,407,0.677419355,0.433333333,0.064516129,0,0,0,0.5,1,1,1,1,1,0.391756272,0,0.833333333,1
33277242,200291849,within an hour,1,0.99,0,2,0,Bridgeport,Entire rental unit,Entire home/apt,7,1,3,3,155,3,50,3,3,50,50,3,50,0,14,39,69,158,2021/10/19,102,33,3,30_days,4.91,4.93,4.83,4.96,4.96,4.84,4.91,1,5,5,0,0,8.07,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,private,5.0751,1,3,1000,0.838709677,0.433333333,0,0,0,0,0.5,1,1,1,1,1,0.424014337,0,0.833333333,1
33310984,250304446,None,0,0,0,1,0,Greater Grand Crossing,Private room in rental unit,Private room,2,1,1,1,165,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/18,13,0,0,30_days,4.92,4.77,5,4.77,4.85,5,4.92,1,1,0,1,0,0.45,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,shared,11.628,0,2,476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33363106,5911294,None,0,0,0,2,0,Lake View,Entire rental unit,Entire home/apt,16,1,5,10,324,2,1125,2,2,1125,1125,2,1125,0,13,27,44,244,2021/10/18,73,48,7,30_days,4.92,4.92,4.85,4.99,4.96,4.99,4.88,1,1,1,0,0,5.84,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,6.831,0,8,1000,0.322580645,0.533333333,0.64516129,0,0,0.096774194,0,0.516129032,0.4,0.580645161,0.548387097,0.3,0.500358423,0.032258065,0.305376344,0.476344086
33364230,251328939,within an hour,1,0.98,0,0,0,Logan Square,Entire rental unit,Entire home/apt,3,1,1,2,218,1,1125,2,4,3,1125,3,971.2,0,7,18,42,316,2021/10/18,117,46,4,30_days,4.89,4.92,4.94,4.91,4.96,4.93,4.78,1,1,1,0,0,4.06,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,5.8723,0,2,1000,0.387096774,0.633333333,0.483870968,0.096774194,0,0,0,0,0,0,0,0,0.501433692,0.032258065,0,0
33376719,145980569,within an hour,1,1,0,4,0,Logan Square,Entire residential home,Entire home/apt,16,1,8,12,1713,3,30,3,4,1125,1125,3,1125,0,26,52,82,172,2021/10/18,23,10,1,30_days,5,4.96,4.96,5,5,4.91,4.83,1,4,4,0,0,0.82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,6.3529,1,4,1000,0.677419355,0.133333333,0,0,0,0,0.5,1,1,1,1,1,0.270250896,0,0.833333333,1
33376773,77183388,within an hour,1,0.96,0,3,0,Logan Square,Entire rental unit,Entire home/apt,3,1,1,2,124,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/19,92,34,6,30_days,4.68,4.81,4.48,4.95,4.9,4.9,4.55,1,3,3,0,0,3.16,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,private,6.4958,1,5,1000,0.161290323,0.233333333,0,0,0,0,0,0,0,0,0,0,0.131541219,0,0,0
33409131,22094147,within an hour,0.98,0.99,0,136,0,East Garfield Park,Private room in residential home,Private room,4,1,2,2,70,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/18,2,0,0,30_days,5,5,4.5,5,5,5,5,1,26,0,26,0,0.07,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,shared,4.2201,0,7,891,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33421993,251761681,None,0,0,0,1,0,Lake View,Entire guest suite,Entire home/apt,8,1,2,4,65,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/18,3,0,0,30_days,5,5,5,4.67,5,5,5,1,1,1,0,0,0.1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,private,7.3635,0,2,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33438071,127847265,within an hour,1,0.98,0,2,0,South Lawndale,Entire rental unit,Entire home/apt,4,1,1,3,90,2,1125,2,2,1125,1125,2,1125,0,27,57,87,358,2021/10/18,33,9,4,30_days,4.61,4.67,4.48,4.88,4.85,4.55,4.61,1,2,2,0,0,1.3,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,private,4.7369,0,4,808,0.096774194,0,0,0,0,0,0,0,0,0,0,0.133333333,0.032258065,0,0,0.044444444
33440058,236434003,within an hour,1,0.96,0,0,0,Ashburn,Entire residential home,Entire home/apt,8,1,3,2,89,1,15,2,2,1125,1125,2,1125,0,23,52,73,92,2021/10/19,29,29,5,30_days,4.59,4.79,4.62,4.83,4.86,4.79,4.72,1,1,1,0,0,15,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,private,15.887,1,2,1000,0.225806452,0,0.290322581,0.516129032,1,1,1,1,1,0.967741935,1,1,0.172043011,0.838709677,1,0.989247312
33445120,21891111,None,0,0,0,1,0,Lower West Side,Private room in rental unit,Private room,2,1,1,1,26,6,1124,6,6,1125,1125,6,1125,0,0,0,0,0,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,3,0,3,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,shared,4.5543,0,7,566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33446736,14079725,None,0,0,0,1,0,West Town,Entire condominium (condo),Entire home/apt,4,1,2,1,115,2,5,2,2,5,5,2,5,0,0,0,0,0,2021/10/18,4,0,0,30_days,5,5,5,5,5,5,4.75,1,1,1,0,0,0.16,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,private,3.4162,0,7,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33453179,252024867,within an hour,0.9,0.78,0,1,0,West Garfield Park,Entire condominium (condo),Entire home/apt,10,1,4,5,103,1,7,2,2,7,7,2,7,0,20,50,78,167,2021/10/19,75,20,3,30_days,4.44,4.69,4.55,4.91,4.84,4.23,4.64,1,1,1,0,0,2.76,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,private,5.2637,0,2,943,0.870967742,0.033333333,0.032258065,0.032258065,0,0,0.5,1,1,1,1,1,0.31218638,0.010752688,0.833333333,1
33462129,16050215,within an hour,1,0.99,0,2,0,Douglas,Entire rental unit,Entire home/apt,6,1,2,2,132,3,1125,3,3,1125,1125,3,1125,0,0,0,0,0,2021/10/19,29,5,3,30_days,4.21,4.5,3.89,4.79,4.82,4.57,4.29,1,2,1,1,0,1.09,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,private,5.0265,0,7,577,1,0,0,0,0,0,0,0,0,0.548387097,1,1,0.333333333,0,0,0.849462366
33491833,76404742,within an hour,1,0.97,0,0,0,Logan Square,Entire rental unit,Entire home/apt,4,1,3,3,119,1,1125,2,5,3,1125,3.1,963.9,0,12,31,61,335,2021/10/19,96,42,4,30_days,4.54,4.66,4.54,4.9,4.91,4.79,4.4,1,1,1,0,0,3.14,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,private,6.5387,1,5,1000,0.451612903,0.4,0.129032258,0,0,0,0,0,0,0,0,0,0.32688172,0,0,0
33497677,175954064,None,0,0.82,0,3,0,Logan Square,Entire townhouse,Entire home/apt,9,1,3,5,316,4,30,4,4,30,30,4,30,0,0,0,0,0,2021/10/18,60,0,0,30_days,4.98,4.98,4.97,4.93,5,4.92,4.92,1,2,2,0,0,2.05,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,private,6.5657,0,3,854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33498221,36492097,None,0,0,0,1,0,Austin,Private room in rental unit,Private room,1,1,1,0,50,2,7,2,2,7,7,2,7,0,0,0,0,0,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,shared,6.6472,0,6,932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33501623,231494722,within an hour,0.94,0.96,0,4,0,Bridgeport,Entire condominium (condo),Entire home/apt,7,1,3,3,113,3,1125,2,3,1125,1125,2.4,1125,0,30,53,83,358,2021/10/19,51,6,1,30_days,4.53,4.61,4.73,4.73,4.63,4.43,4.49,1,4,4,0,0,1.84,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,private,3.8834,1,3,435,0,0,0.225806452,0,0,0,0,0,0,0,0,0,0.075268817,0,0,0
33501871,244003464,within an hour,1,0.97,0,1,0,West Lawn,Entire loft,Entire home/apt,4,1,1,2,60,2,28,2,3,1125,1125,2.3,1125,0,9,29,34,34,2021/10/19,72,18,4,30_days,4.93,4.96,4.99,4.96,4.96,4.9,4.93,1,1,1,0,0,2.64,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,private,12.611,0,2,1000,0.935483871,0.666666667,0.290322581,1,1,1,1,1,1,1,1,1,0.630824373,1,1,1
33508586,82849489,None,0,0,0,2,0,West Town,Entire condominium (condo),Entire home/apt,2,1,1,1,147,4,1125,4,5,1125,1125,4.6,1125,0,0,0,0,0,2021/10/18,3,0,0,30_days,4.67,5,4.67,5,5,5,5,1,1,1,0,0,0.1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,private,4.8958,0,5,419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33520562,252595263,within an hour,1,0.96,0,1,0,Rogers Park,Entire rental unit,Entire home/apt,6,1,2,2,282,1,100,2,2,1125,1125,2,1125,0,9,35,59,333,2021/10/19,57,20,1,30_days,4.96,4.92,4.92,4.96,5,5,4.88,1,4,4,0,0,1.93,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,private,15.8211,1,2,496,0.451612903,0.4,0.193548387,0,0,0,0,0,0,0,0,0,0.348387097,0,0,0
33527045,178710732,within an hour,0.97,1,0,20,0,Armour Square,Entire condominium (condo),Entire home/apt,16,1,5,9,422,1,365,2,2,1125,1125,2,1125,0,12,30,57,320,2021/10/18,63,24,1,30_days,4.89,4.89,4.71,4.9,4.95,4.75,4.75,1,19,19,0,0,2.12,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,3.1178,0,3,1000,0.290322581,0.566666667,0.225806452,0,0,0,0,0.193548387,0.133333333,0,0.064516129,0,0.3609319,0,0.108960573,0.021505376
33529332,98193524,within an hour,1,0.93,0,37,0,Near South Side,Entire loft,Entire home/apt,4,1,1,3,153,4,1125,2,4,1125,1125,3.9,1125,0,19,19,20,20,2021/10/19,96,30,1,30_days,4.71,4.81,4.78,4.88,4.98,4.86,4.66,1,24,24,0,0,3.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.57,0,5,1000,0.806451613,0.566666667,1,0.967741935,1,1,1,1,1,1,1,1,0.791039427,0.989247312,1,1
33534785,12013646,within an hour,1,1,0,4,0,Loop,Entire rental unit,Entire home/apt,8,1,2,4,258,1,1125,2,2,1125,1125,2,1125,0,8,17,30,243,2021/10/19,185,78,7,30_days,4.73,4.82,4.7,4.76,4.8,4.95,4.67,1,1,1,0,0,7.4,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,private,0.5964,1,7,1000,0.612903226,0.733333333,0.612903226,0.258064516,0.178571429,0.322580645,0.466666667,0.161290323,0.233333333,0.161290323,0.258064516,0,0.653046595,0.253072197,0.287096774,0.139784946
33534826,178710732,within an hour,0.97,1,0,20,0,Armour Square,Entire condominium (condo),Entire home/apt,9,1,3,5,229,1,365,2,2,1125,1125,2,1125,0,4,4,4,4,2021/10/18,20,6,3,30_days,4.5,4.75,4.7,4.8,4.85,4.4,4.53,1,19,19,0,0,0.76,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.4411,0,3,1000,0.870967742,1,1,1,1,1,1,1,1,1,1,1,0.956989247,1,1,1
33556246,5969737,within a few hours,1,1,0,1,0,West Town,Entire rental unit,Entire home/apt,3,1,3,3,176,4,1125,4,4,1125,1125,4,1125,0,14,40,70,70,2021/10/18,32,8,2,30_days,4.94,4.81,4.94,5,5,5,4.78,1,1,1,0,0,1.09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,4.4875,0,8,1000,0.838709677,0.366666667,0,0.516129032,1,1,1,1,1,1,1,1,0.401792115,0.838709677,1,1
33559534,14285530,within an hour,1,0.88,0,1,0,Albany Park,Private room in residential home,Private room,2,1,1,1,38,2,1125,2,2,1125,1125,2,1125,0,0,0,0,200,2021/10/19,38,4,0,30_days,4.82,4.92,4.95,4.84,4.84,4.87,4.84,1,1,0,1,0,1.32,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,shared,10.4488,0,7,1000,0.451612903,1,1,1,1,1,0,0,0,0,0,0,0.817204301,1,0,0
33572589,238150683,None,0,0,0,1,0,Norwood Park,Entire guest suite,Entire home/apt,2,1,1,1,79,2,28,2,2,1125,1125,2,1125,0,0,0,13,13,2021/10/19,28,0,0,30_days,4.96,4.96,4.96,4.96,5,5,4.96,1,1,1,0,0,1.14,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,private,13.8775,1,2,1000,1,1,1,0.580645161,1,1,1,1,1,1,1,1,1,0.860215054,1,1
33578584,82806527,within a day,1,0.25,0,1,0,Garfield Ridge,Entire rental unit,Entire home/apt,6,1,3,2,99,1,1125,2,2,1125,1125,2,1125,0,0,17,47,136,2021/10/19,19,0,0,30_days,4.95,4.95,4.89,4.95,5,4.84,4.68,1,1,1,0,0,1.45,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,private,13.5272,1,5,940,1,1,0,0,0,0,0.5,1,1,1,1,1,0.666666667,0,0.833333333,1
33593525,178710732,within an hour,0.97,1,0,20,0,Armour Square,Entire condominium (condo),Entire home/apt,9,1,3,6,229,1,365,1,2,1125,1125,1.3,1125,0,22,42,57,325,2021/10/19,46,17,2,30_days,4.89,4.93,4.93,4.93,4.87,4.76,4.83,1,19,19,0,0,1.74,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.3409,0,3,1000,0.290322581,0.1,0.677419355,0.032258065,0,0.096774194,0,0,0,0,0.096774194,0,0.355913978,0.043010753,0,0.032258065
33593941,178710732,within an hour,0.97,1,0,20,0,Armour Square,Entire condominium (condo),Entire home/apt,9,1,3,6,229,1,365,2,2,1125,1125,2,1125,0,18,31,55,320,2021/10/19,64,21,0,30_days,4.95,4.95,4.98,4.94,5,4.77,4.77,1,19,19,0,0,2.27,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.3849,0,3,1000,0.290322581,0.3,0.548387097,0.032258065,0,0.129032258,0,0.064516129,0,0,0.096774194,0,0.379569892,0.053763441,0.021505376,0.032258065
33594118,178710732,within an hour,0.97,1,0,20,0,Near South Side,Entire condominium (condo),Entire home/apt,9,1,3,6,229,1,365,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/19,67,34,3,30_days,4.91,4.92,4.94,4.88,4.89,4.89,4.92,1,19,19,0,0,2.35,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.2506,0,3,981,0.28125,0.2,0.290322581,0,0,0.064516129,0,0,0.066666667,0,0.096774194,0,0.25719086,0.021505376,0.022222222,0.032258065
33594246,178710732,within an hour,0.97,1,0,20,0,Near South Side,Entire condominium (condo),Entire home/apt,9,1,3,6,229,1,365,1,2,1125,1125,1.3,1125,0,15,36,66,337,2021/10/18,61,30,2,30_days,4.82,4.84,4.85,4.95,4.89,4.77,4.72,1,19,19,0,0,2.53,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.2309,0,3,970,0.225806452,0.466666667,0.096774194,0,0,0,0,0.129032258,0,0,0,0,0.263082437,0,0.043010753,0
33594327,178710732,within an hour,0.97,1,0,20,0,Near South Side,Entire condominium (condo),Entire home/apt,9,1,3,6,220,1,365,2,2,1125,1125,2,1125,0,21,26,26,253,2021/10/19,60,25,2,30_days,4.85,4.85,4.9,4.97,4.9,4.87,4.72,1,19,19,0,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.2262,0,3,930,0.161290323,0.433333333,1,1,1,0,0,0.129032258,0,0,0,0,0.531541219,0.666666667,0.043010753,0
33615334,14988400,within an hour,1,1,0,3,0,Lower West Side,Entire rental unit,Entire home/apt,5,1,3,3,113,2,1125,2,2,1125,1125,2,1125,0,15,20,20,20,2021/10/19,69,22,3,30_days,4.72,4.88,4.64,4.97,4.96,4.83,4.74,1,4,4,0,0,2.37,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,private,3.087,0,7,865,0.741935484,0.6,1,1,1,1,1,1,1,1,1,1,0.780645161,1,1,1
33636138,50333985,within an hour,1,0.95,0,3,0,Lower West Side,Entire rental unit,Entire home/apt,4,1,2,2,112,2,27,2,2,1125,1125,2,1125,0,24,50,74,100,2021/10/18,130,27,2,30_days,4.88,4.95,4.94,4.95,4.95,4.95,4.84,1,2,2,0,0,4.48,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,private,3.5937,0,6,1000,0.677419355,0.2,0.129032258,0.064516129,0.642857143,1,1,1,1,1,1,1,0.335483871,0.569124424,1,1
33645248,28501460,within an hour,1,0.8,0,7,0,South Shore,Private room in residential home,Private room,6,1,1,5,35,3,1125,3,3,1125,1125,3,1125,0,18,48,78,353,2021/10/19,18,3,1,30_days,4.78,4.94,4.89,4.89,5,4.56,4.89,1,7,0,6,1,0.66,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,shared,13.1021,1,6,1000,0.387096774,0,0,0,0,0,0,0,0,0,0,0,0.129032258,0,0,0
33667922,178710732,within an hour,0.97,1,0,20,0,Armour Square,Entire condominium (condo),Entire home/apt,14,1,4,9,386,1,365,2,2,1125,1125,2,1125,0,25,43,73,348,2021/10/18,30,20,1,30_days,4.87,4.63,4.97,4.97,4.9,4.77,4.77,1,19,19,0,0,1.37,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,private,2.7447,0,3,961,0.161290323,0.333333333,0.064516129,0,0,0,0,0,0,0,0,0,0.186379928,0,0,0
33682173,66944232,None,0,0,0,2,0,Near West Side,Private room in condominium (condo),Private room,2,1,1,1,74,1,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/18,64,11,2,30_days,4.81,4.91,4.78,4.92,4.89,4.69,4.78,1,2,0,2,0,2.62,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,shared,2.8665,1,5,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33719692,163484540,None,0,0,0,22,0,Calumet Heights,Shared room in residential home,Shared room,1,1,1,1,27,2,45,2,2,45,45,2,45,0,21,51,81,356,2021/10/19,29,6,0,30_days,4.76,4.83,4.72,4.83,4.86,4.72,4.83,1,19,0,2,17,2.68,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,shared,17.0058,1,4,536,0.290322581,0,0,0,0,0,0,0,0,0,0,0,0.096774194,0,0,0
33724609,178710732,within an hour,0.97,1,0,20,0,Armour Square,Entire condominium (condo),Entire home/apt,11,1,4,7,376,1,365,2,2,1125,1125,2,1125,0,17,38,68,343,2021/10/18,37,12,1,30_days,4.92,5,4.97,4.89,4.89,4.78,4.81,1,19,19,0,0,37,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,3.5831,0,3,1000,0.258064516,0.4,0.064516129,0,0,0,0,0,0,0,0,0,0.240860215,0,0,0
33740081,217094024,within a few hours,1,0.89,0,18,0,Armour Square,Private room in residential home,Private room,1,1,1,1,31,1,1125,2,2,1125,1125,2,1125,0,17,47,76,76,2021/10/19,40,3,0,30_days,4.3,4.48,4.48,4.95,4.9,4.93,4.55,1,17,0,17,0,1.34,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,shared,2.9323,0,3,682,0.903225806,0.1,0,0.516129032,1,1,1,1,1,1,1,1,0.334408602,0.838709677,1,1
33749042,161740210,within an hour,0.92,0.92,0,1,0,Pullman,Entire condominium (condo),Entire home/apt,8,1,3,3,193,2,1125,2,2,1125,1125,2,1125,0,20,43,72,347,2021/10/19,78,39,2,30_days,4.88,4.9,4.86,4.9,4.99,4.77,4.85,1,1,1,0,0,3.05,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,private,17.6725,0,4,65,0.129032258,0.333333333,0.129032258,0,0,0,0,0,0,0,0,0,0.197132616,0,0,0
