id,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_verifications_phone,host_verifications_offline_government_id,host_verifications_identity_manual,host_verifications_reviews,host_verifications_email,host_verifications_selfie,host_verifications_jumio,host_verifications_government_id,amenities_Coffee_maker,amenities_Free_street_parking,amenities_Extra_pillows_and_blankets,amenities_Washer,amenities_Shampoo,amenities_Dryer,amenities_Hot_water,amenities_Kitchen,amenities_Carbon_monoxide_alarm,amenities_Air_conditioning,amenities_Dedicated_workspace,amenities_Wifi,amenities_First_aid_kit,amenities_Microwave,amenities_Bathtub,amenities_TV,amenities_Essentials,amenities_Free_parking_on_premises,amenities_Cooking_basics,amenities_Private_entrance,amenities_Hair_dryer,amenities_Oven,amenities_Dishes_and_silverware,amenities_Smoke_alarm,amenities_Refrigerator,amenities_Iron,amenities_Heating,amenities_Long_term_stays_allowed,amenities_Bed_linens,amenities_Stove,amenities_Dishwasher,amenities_Hangers,amenities_Fire_extinguisher,bathrooms_type,distance_to_CBD,host_in_same_neighbourhood,host_year,description_words_count,occu_rate_oct,occu_rate_nov,occu_rate_dec,occu_rate_jan,occu_rate_feb,occu_rate_mar,occu_rate_apr,occu_rate_may,occu_rate_jun,occu_rate_jul,occu_rate_aug,occu_rate_sep,Q1,Q2,Q3,Q4
24243936,12243051,within an hour,1,0.99,0,130,0,Near North Side,Entire rental unit,Entire home/apt,4,1,2,3,232,3,1125,3,3,2,1125,3,305.1,0,8,38,63,267,2021/10/18,31,6,0,30_days,4.74,4.9,4.84,4.9,4.61,4.42,4.58,1,56,50,6,0,0.9,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.6011,0,7,1000,0.451612903,0.266666667,0.161290323,0,0,0,0,0,0.933333333,1,0.387096774,0,0.293189964,0,0.311111111,0.462365591
24246353,12243051,within an hour,1,0.99,0,130,0,Near North Side,Entire rental unit,Entire home/apt,4,1,2,2,232,3,1125,3,3,2,1125,3,312.4,0,30,60,90,294,2021/10/18,33,9,2,30_days,4.7,4.91,4.85,4.94,4.79,4.67,4.48,1,56,50,6,0,0.8,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.4934,0,7,1000,0,0,0,0,0,0,0,0,0.933333333,1,0.387096774,0,0,0,0.311111111,0.462365591
24247126,12243051,within an hour,1,0.99,0,130,0,Near North Side,Entire rental unit,Entire home/apt,2,1,1,1,159,3,1111,3,3,2,1111,3,306.5,0,13,40,70,271,2021/10/18,33,5,1,30_days,4.82,4.91,4.73,4.94,4.7,4.82,4.45,1,56,50,6,0,0.85,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.4265,0,7,1000,0.032258065,0.633333333,0,0,0,0,0.1,0,0.933333333,1,0.387096774,0,0.221863799,0,0.344444444,0.462365591
24248660,12243051,within an hour,1,0.99,0,130,0,Near North Side,Entire rental unit,Entire home/apt,2,1,1,1,156,3,1111,3,3,2,1111,3,294.8,0,7,33,63,267,2021/10/18,50,10,1,30_days,4.7,4.82,4.72,4.9,4.82,4.68,4.5,1,56,50,6,0,1.7,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.5019,0,7,1000,0.322580645,0.566666667,0,0,0,0,0,0,0.933333333,1,0.387096774,0,0.296415771,0,0.311111111,0.462365591
24250178,97416998,within an hour,1,1,0,2,0,Portage Park,Entire rental unit,Entire home/apt,4,1,1,2,96,1,1125,2,2,1125,1125,2,1125,0,1,25,55,144,2021/10/19,5,4,1,30_days,5,4.75,5,5,5,5,5,1,2,2,0,0,0.12,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,private,10.9782,1,5,846,0.967741935,0.766666667,0,0,0,0,0.5,1,1,1,1,1,0.578136201,0,0.833333333,1
24267953,2351953,None,0,0,0,1,0,Lake View,Entire rental unit,Entire home/apt,3,1,1,2,120,2,30,2,2,30,30,2,30,0,0,0,0,0,2021/10/18,5,0,0,30_days,4.8,5,5,5,5,4.6,5,1,1,1,0,0,0.12,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,private,6.4211,0,9,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24286510,5519986,None,0,0,0,1,0,West Town,Entire rental unit,Entire home/apt,6,1,2,2,99,6,1125,6,6,1125,1125,6,1125,0,0,0,0,0,2021/10/18,40,0,0,30_days,4.85,4.83,4.75,4.98,4.95,4.9,4.7,1,2,2,0,0,1.01,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,3.2371,0,8,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24288027,67325807,within an hour,1,0.96,0,1,0,Lincoln Square,Entire condominium (condo),Entire home/apt,4,1,2,2,110,2,1125,2,2,1125,1125,2,1125,0,10,21,42,121,2021/10/19,163,32,7,30_days,4.97,4.98,4.87,5,4.99,4.94,4.95,1,1,1,0,0,5.67,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,10.8314,0,5,798,0.967741935,0.533333333,0.612903226,0.032258065,0,0.322580645,0.5,1,1,1,1,1,0.704659498,0.11827957,0.833333333,1
24289063,1118796,within an hour,0.95,0.99,0,8,0,Loop,Entire rental unit,Entire home/apt,5,1,1,2,141,1,1125,2,4,2,1125,3.8,1079.4,0,13,35,65,245,2021/10/18,146,38,4,30_days,4.64,4.71,4.69,4.8,4.64,4.8,4.55,1,9,9,0,0,146,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,0.8149,1,10,1000,0.806451613,0.433333333,0.129032258,0,0,0,0,0,0,0.548387097,1,1,0.456272401,0,0,0.849462366
24308930,12243051,within an hour,1,0.99,0,130,0,Near North Side,Entire rental unit,Entire home/apt,2,1,1,1,159,3,1111,3,3,2,1111,3,294.5,0,11,36,66,270,2021/10/18,46,1,0,30_days,4.84,4.91,4.98,4.91,4.73,4.82,4.69,1,56,50,6,0,1.67,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.6354,0,7,1000,0.096774194,0.7,0,0,0,0,0,0,0.933333333,1,0.387096774,0,0.265591398,0,0.311111111,0.462365591
24313609,38820540,a few days or more,0.47,0.35,0,2,0,Logan Square,Entire rental unit,Entire home/apt,2,1,1,1,75,1,14,2,4,14,14,2.9,14,0,16,41,70,70,2021/10/19,61,6,0,30_days,4.7,4.75,4.64,4.8,4.77,4.8,4.7,1,2,2,0,0,1.47,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,private,6.2621,1,6,1000,0.806451613,0.4,0,0.516129032,1,1,1,1,1,1,1,1,0.402150538,0.838709677,1,1
24326633,98193524,within an hour,1,0.93,0,37,0,Near North Side,Entire rental unit,Entire home/apt,7,1,2,4,196,4,1124,2,5,1125,1125,4,1125,0,20,44,59,59,2021/10/18,166,30,2,30_days,4.78,4.82,4.67,4.93,4.95,4.9,4.72,1,24,24,0,0,4.84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.175,0,5,1000,0.870967742,0.2,0,1,1,1,1,1,1,1,1,1,0.356989247,1,1,1
24329678,1563274,within an hour,1,1,0,1,0,West Town,Entire residential home,Entire home/apt,14,1,4,7,666,1,1125,2,5,3,1125,3.1,983.3,0,19,32,54,314,2021/10/18,20,18,6,30_days,4.5,4.65,4.25,4.7,4.75,4.85,4.5,1,1,1,0,0,4.8,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,3.8438,0,9,1000,0.193548387,0.433333333,0.451612903,0.096774194,0,0.225806452,0.066666667,0.096774194,0,0,0.096774194,0,0.359498208,0.107526882,0.054480287,0.032258065
24332190,106285271,within an hour,1,1,0,1,0,Humboldt Park,Entire guesthouse,Entire home/apt,7,1,2,5,162,2,27,2,2,27,27,2,27,0,25,38,38,38,2021/10/19,31,11,3,30_days,4.9,4.97,4.94,4.97,5,4.68,4.81,1,1,1,0,0,1.16,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,private,5.8896,1,5,307,0.741935484,0,1,1,1,1,1,1,1,1,1,1,0.580645161,1,1,1
24333810,106090301,None,0,0,0,0,0,West Town,Entire rental unit,Entire home/apt,8,1,3,4,358,1,1124,2,5,3,1125,3.1,973.6,0,13,13,13,14,2021/10/18,120,36,2,30_days,4.83,4.9,4.86,4.89,4.93,4.89,4.73,1,1,1,0,0,3.12,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.9577,0,5,1000,0.677419355,0.9,1,1,1,0.967741935,1,1,1,1,1,1,0.859139785,0.989247312,1,1
24335220,25894549,within an hour,1,0.96,0,1,0,Bridgeport,Entire guest suite,Entire home/apt,6,1,1,2,235,2,30,2,2,30,30,2,30,0,0,0,0,20,2021/10/18,33,8,0,30_days,4.94,4.97,5,5,4.94,4.91,4.85,1,2,2,0,0,0.79,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,private,3.8561,1,6,1000,1,1,1,1,1,0.838709677,0.5,1,1,1,1,1,1,0.946236559,0.833333333,1
24340435,46771116,within an hour,1,0.91,0,4,0,West Town,Entire condominium (condo),Entire home/apt,6,1,3,3,254,2,25,2,2,1125,1125,2,1125,0,27,54,84,174,2021/10/18,100,18,4,30_days,4.91,4.92,4.81,4.94,4.98,4.9,4.8,1,4,4,0,0,2.52,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,private,4.2325,0,6,1000,0.64516129,0.1,0,0,0,0,0.5,1,1,1,1,1,0.248387097,0,0.833333333,1
24354033,75943777,None,0,0,0,2,0,Brighton Park,Private room in residential home,Private room,1,1,1,1,29,15,1125,15,15,1125,1125,15,1125,0,0,0,0,0,2021/10/19,13,1,1,30_days,4.92,4.83,4.83,4.75,4.83,4.75,4.75,1,2,0,2,0,0.3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,shared,6.8743,1,5,1000,0.387096774,1,1,1,0.642857143,1,0,0,0,0,0,0,0.795698925,0.880952381,0,0
24358953,163484540,None,0,0,0,22,0,Calumet Heights,Private room in residential home,Private room,4,1,1,1,50,7,30,7,7,30,30,7,30,0,8,25,55,329,2021/10/19,125,2,1,30_days,4.72,4.85,4.68,4.9,4.88,4.66,4.79,1,19,0,2,17,3.06,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,shared,17.0075,1,4,929,0.451612903,0.733333333,0,0,0,0,0,0,0,0,0,0,0.394982079,0,0,0
24396464,128573916,None,0,0,0,2,0,Humboldt Park,Entire rental unit,Entire home/apt,4,1,3,3,60,1,30,2,2,30,30,2,30,0,0,0,0,0,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,private,5.2619,1,4,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24397485,19177713,None,0,0,0,1,0,West Town,Entire rental unit,Entire home/apt,2,1,1,1,120,3,32,3,3,32,32,3,32,0,0,0,15,15,2021/10/18,26,0,0,30_days,4.92,5,4.92,5,5,4.96,4.92,1,2,2,0,0,0.63,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,private,4.0162,0,4,703,1,1,1,0.516129032,1,1,1,1,1,1,1,1,1,0.838709677,1,1
24399639,163484540,None,0,0,0,22,0,Calumet Heights,Private room in residential home,Private room,4,1,1,1,50,2,65,2,2,65,65,2,65,0,21,34,34,34,2021/10/19,84,0,0,30_days,4.75,4.86,4.64,4.9,4.88,4.65,4.83,1,19,0,2,17,2.07,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,shared,16.8215,1,4,753,0.870967742,0,1,1,1,1,1,1,1,1,1,1,0.623655914,1,1,1
24410957,10656654,None,0,0,0,3,0,Rogers Park,Private room in rental unit,Private room,2,1,1,1,60,3,1125,3,3,1125,1125,3,1125,0,0,0,0,0,2021/10/18,4,0,0,30_days,5,5,4.33,5,5,4.67,5,1,1,0,1,0,0.1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,private,13.9896,1,8,237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24446309,114879718,a few days or more,0,0,0,2,0,Lower West Side,Entire rental unit,Entire home/apt,5,1,2,2,604,60,365,60,60,365,365,60,365,0,29,59,89,269,2021/10/18,58,0,0,30_days,4.97,4.97,4.95,4.93,4.98,4.79,4.97,1,1,1,0,0,1.46,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,private,3.6434,0,4,1000,0.580645161,0,0,0,0,0,0,0,0,0.548387097,1,1,0.193548387,0,0,0.849462366
24446580,78843359,within an hour,1,0.79,0,3,0,West Garfield Park,Entire rental unit,Entire home/apt,9,1,3,3,109,7,28,7,7,28,28,7,28,0,29,59,89,89,2021/10/18,46,11,0,30_days,4.39,4.67,4.74,4.85,4.96,3.85,4.43,1,2,2,0,0,1.11,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,private,5.3502,0,5,442,0.580645161,0,0,0.516129032,1,1,1,1,1,1,1,1,0.193548387,0.838709677,1,1
24447062,170810755,within an hour,1,0.96,0,1,0,North Center,Entire rental unit,Entire home/apt,2,1,1,1,85,2,1125,2,2,1125,1125,2,1125,0,11,24,25,158,2021/10/19,158,18,2,30_days,4.94,4.97,4.97,4.96,4.96,4.99,4.85,1,1,1,0,0,6.38,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,private,7.59,0,3,980,0.35483871,0.6,0.677419355,1,1,0.774193548,0.233333333,0.161290323,0,1,1,0,0.544086022,0.924731183,0.131541219,0.666666667
24450972,184666233,within an hour,1,1,0,3,0,North Park,Private room in bungalow,Private room,2,1,1,1,47,2,90,2,2,1125,1125,2,1125,0,0,0,4,275,2021/10/19,211,19,0,30_days,4.99,4.98,5,4.98,4.99,4.91,4.99,1,3,0,3,0,7.33,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,shared,11.6895,0,3,810,0.419354839,1,1,0.387096774,0,0,0,0,0.033333333,0.096774194,0,0,0.806451613,0.129032258,0.011111111,0.032258065
24486718,79165192,within an hour,1,0.94,0,1,0,Logan Square,Entire rental unit,Entire home/apt,6,1,3,3,219,1,1125,2,7,180,1125,3.4,866.3,0,23,48,76,350,2021/10/19,156,20,3,30_days,4.93,4.94,4.97,4.95,4.97,4.9,4.9,1,1,1,0,0,4.09,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,private,6.9983,1,5,1000,0.193548387,0.233333333,0.064516129,0,0,0,0,0,0,0,0,0,0.163799283,0,0,0
24489653,88362771,within a few hours,1,0.54,0,2,0,Logan Square,Entire residential home,Entire home/apt,8,1,4,4,400,3,100,3,3,100,100,3,100,0,0,0,23,98,2021/10/18,7,4,0,30_days,4.86,5,4.71,5,5,4.86,4.86,1,1,1,0,0,0.17,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,private,5.9465,0,5,310,1,1,0.741935484,0,0,0,1,1,1,1,1,1,0.913978495,0,1,1
24495261,185036412,None,0,0,0,1,0,Irving Park,Entire rental unit,Entire home/apt,4,1,2,3,105,2,30,2,2,30,30,2,30,0,0,0,0,0,2021/10/18,5,0,0,30_days,5,5,5,5,5,5,5,1,1,1,0,0,0.12,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,private,9.8378,1,3,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24497787,14479634,None,0,0,0,3,0,Near West Side,Private room in townhouse,Private room,2,1,1,1,49,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/18,17,0,0,30_days,4.71,5,4.71,4.94,5,4.71,4.82,1,3,0,3,0,0.42,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,shared,3.34,0,7,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24497914,14479634,None,0,0,0,3,0,Near West Side,Private room in townhouse,Private room,2,1,1,1,59,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/18,86,0,0,30_days,4.91,4.95,4.94,4.99,4.92,4.86,4.91,1,3,0,3,0,3.12,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,private,3.2443,0,7,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24499092,184986442,within an hour,1,0.95,0,1,0,Bridgeport,Entire condominium (condo),Entire home/apt,8,1,3,4,185,1,1125,2,2,1125,1125,2,1125,0,14,40,70,345,2021/10/18,152,35,5,30_days,4.86,4.88,4.94,4.94,4.96,4.69,4.79,1,1,1,0,0,3.62,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,private,3.9557,0,3,1000,0.258064516,0.4,0,0,0,0,0,0,0,0,0,0,0.219354839,0,0,0
24541340,185387095,None,0,0,0,4,0,Armour Square,Private room in guesthouse,Private room,2,1,1,1,69,1,30,2,2,30,30,2,30,0,0,0,0,232,2021/10/19,53,5,4,30_days,4.92,4.91,4.81,4.94,4.94,4.87,4.87,1,4,0,4,0,1.43,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,shared,2.9416,0,3,902,0.419354839,1,1,1,1,0,0,0,0,0,0,0,0.806451613,0.666666667,0,0
24555472,109329503,within an hour,1,0.99,0,2,0,Lake View,Entire condominium (condo),Entire home/apt,5,1,2,3,120,1,1125,2,2,1125,1125,2,1125,0,7,25,45,135,2021/10/18,273,72,4,30_days,4.53,4.52,4.66,4.74,4.86,4.85,4.64,1,2,2,0,0,8.52,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,7.7831,0,4,1000,0.935483871,0.7,0.322580645,0.064516129,0,0,0.5,1,1,1,1,1,0.652688172,0.021505376,0.833333333,1
24562425,185579695,within an hour,1,0.99,0,1,0,Austin,Entire rental unit,Entire home/apt,6,1,3,4,154,1,30,2,2,1125,1125,2,1125,0,28,56,86,361,2021/10/18,112,28,3,30_days,4.93,4.97,4.9,4.97,4.97,4.7,4.9,1,2,2,0,0,2.98,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,private,7.0093,1,3,1000,0.064516129,0.066666667,0,0,0,0,0,0,0,0,0,0,0.043727599,0,0,0
24563245,147218562,within an hour,1,0.93,0,2,0,Grand Boulevard,Entire rental unit,Entire home/apt,4,1,1,2,106,2,1125,2,3,29,1125,2.1,1060.5,0,18,48,78,352,2021/10/19,74,22,3,30_days,4.95,4.95,4.97,4.95,4.95,4.95,4.95,1,2,2,0,0,1.9,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,private,7.1513,0,4,1000,0.290322581,0.133333333,0,0,0,0,0,0,0,0,0,0,0.141218638,0,0,0
24569071,185636413,within an hour,1,0.9,0,1,0,Irving Park,Entire rental unit,Entire home/apt,5,1,2,2,128,2,29,2,2,29,29,2,29,0,14,40,70,70,2021/10/18,65,14,4,30_days,4.94,4.94,4.97,4.97,4.98,4.98,4.86,1,1,1,0,0,1.81,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,private,9.7847,1,3,1000,0.967741935,0.233333333,0,0.516129032,1,1,1,1,1,1,1,1,0.400358423,0.838709677,1,1
24582570,132851466,within an hour,1,1,0,3,0,Norwood Park,Private room in residential home,Private room,2,1,1,1,66,7,1125,7,7,1125,1125,7,1125,0,3,33,63,337,2021/10/19,8,3,0,30_days,5,5,5,5,5,5,4.88,1,4,0,4,0,0.19,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,shared,14.7747,1,4,1000,0.451612903,0.466666667,0,0,0,0,0,0,0,0,0,0,0.30609319,0,0,0
24598724,45828803,within an hour,1,0.98,0,2,0,West Town,Entire rental unit,Entire home/apt,3,1,2,2,162,2,60,2,2,1125,1125,2,1125,0,13,40,70,160,2021/10/18,115,30,3,30_days,4.97,4.93,4.98,4.88,5,4.88,4.9,1,2,2,0,0,2.95,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,private,2.9217,0,6,327,0.903225806,0.2,0.096774194,0,0,0,0.5,1,1,1,1,1,0.4,0,0.833333333,1
24600275,172402450,None,0,0,0,7,0,Lake View,Entire rental unit,Entire home/apt,6,1,2,2,111,1,1125,2,2,1125,1125,2,1125,0,7,21,46,288,2021/10/18,231,46,3,30_days,4.86,4.96,4.84,4.96,4.92,4.96,4.86,1,7,7,0,0,6.38,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,private,6.8662,0,3,1000,0.387096774,0.7,0.322580645,0.032258065,0,0,0,0.129032258,0.333333333,0.258064516,0.129032258,0.233333333,0.469892473,0.010752688,0.154121864,0.206810036
24620399,177526473,within an hour,0.9,0.67,0,2,0,Grand Boulevard,Private room in condominium (condo),Private room,3,1,1,2,53,1,365,2,2,365,365,2,365,0,19,38,68,341,2021/10/19,31,3,0,30_days,4.52,4.61,4.26,4.68,4.48,4.52,4.52,1,2,0,2,0,1.14,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,shared,6.464,0,3,1000,0.258064516,0.366666667,0.129032258,0,0,0,0,0,0,0,0.032258065,0,0.25125448,0,0,0.010752688
24621194,69292837,within a day,1,0.38,0,2,0,Calumet Heights,Entire rental unit,Entire home/apt,8,1,2,3,155,3,365,3,3,365,365,3,365,0,29,59,89,364,2021/10/18,26,1,1,30_days,4.58,4.38,4.62,4.42,4.5,4.15,4.35,1,2,2,0,0,0.65,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,16.1864,1,5,1000,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0.010752688,0,0,0
24625012,177526473,within an hour,0.9,0.67,0,2,0,Grand Boulevard,Private room in condominium (condo),Private room,3,1,1,2,53,1,365,2,2,365,365,2,365,0,13,38,66,315,2021/10/19,23,4,0,30_days,4.43,4.61,4.3,4.61,4.65,4.43,4.57,1,2,0,2,0,0.6,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,shared,6.2492,0,3,1000,0.35483871,0.366666667,0.064516129,0.032258065,0,0.258064516,0,0.193548387,0,0,0,0.366666667,0.262007168,0.096774194,0.064516129,0.122222222
24626961,31113244,within an hour,1,0.79,0,3,0,West Town,Entire townhouse,Entire home/apt,8,1,4,6,893,1,365,2,2,1125,1125,2,1125,0,22,52,80,355,2021/10/18,38,9,0,30_days,4.95,4.95,4.95,4.97,4.97,4.84,4.76,1,4,4,0,0,1.02,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.1978,1,6,1000,0.193548387,0.066666667,0.064516129,0,0,0,0,0,0,0,0,0,0.108243728,0,0,0
